CGG_NM,STDG_NM,BLDG_USG,평균전세가_만원,거래건수
중랑구,망우동,연립다세대,23226.9,135
성동구,성수동2가,연립다세대,23161.4,127
영등포구,신길동,연립다세대,23154.9,294
종로구,연지동,오피스텔,23146.8,19
강남구,삼성동,단독다가구,23125.6,16
종로구,연지동,연립다세대,23125.0,4
성북구,동선동3가,아파트,23100.0,1
중구,신당동,오피스텔,23084.3,58
동대문구,전농동,연립다세대,23081.3,244
강서구,방화동,오피스텔,23062.3,122
강동구,천호동,오피스텔,23056.0,163
마포구,아현동,단독다가구,23055.6,9
종로구,종로5가,오피스텔,23002.2,18
종로구,무악동,연립다세대,23000.0,1
종로구,청운동,단독다가구,23000.0,1
송파구,풍납동,연립다세대,22979.0,65
광진구,구의동,오피스텔,22969.5,45
송파구,오금동,오피스텔,22889.6,12
종로구,혜화동,연립다세대,22886.7,15
강서구,마곡동,오피스텔,22825.1,470
영등포구,신길동,오피스텔,22781.2,91
성동구,성수동2가,오피스텔,22725.0,60
종로구,명륜1가,단독다가구,22725.0,16
영등포구,도림동,연립다세대,22706.1,78
강서구,등촌동,연립다세대,22681.8,222
용산구,서빙고동,연립다세대,22666.7,51
동작구,사당동,오피스텔,22620.8,18
중구,묵정동,오피스텔,22611.1,9
동대문구,용두동,오피스텔,22586.5,95
영등포구,영등포동6가,오피스텔,22583.3,27
강서구,염창동,단독다가구,22571.4,7
성북구,하월곡동,연립다세대,22541.4,35
서대문구,북아현동,연립다세대,22525.8,106
중랑구,중화동,연립다세대,22519.4,269
종로구,숭인동,오피스텔,22507.9,157
동대문구,제기동,연립다세대,22500.6,84
마포구,현석동,단독다가구,22500.0,2
은평구,구산동,오피스텔,22441.2,4
강남구,역삼동,단독다가구,22438.4,150
성북구,삼선동5가,연립다세대,22435.7,14
관악구,봉천동,연립다세대,22420.9,402
마포구,노고산동,연립다세대,22410.1,82
구로구,가리봉동,오피스텔,22403.2,22
은평구,대조동,아파트,22336.6,102
종로구,관수동,오피스텔,22300.0,7
강동구,성내동,오피스텔,22277.8,54
서초구,양재동,단독다가구,22256.3,99
구로구,항동,연립다세대,22252.6,19
영등포구,양평동3가,단독다가구,22250.0,8
성동구,상왕십리동,오피스텔,22250.0,2
성북구,종암동,연립다세대,22235.6,54
용산구,한강로2가,연립다세대,22225.7,21
동대문구,청량리동,연립다세대,22206.4,27
강북구,번동,오피스텔,22200.0,15
종로구,홍지동,단독다가구,22187.5,4
용산구,보광동,연립다세대,22138.8,6
중랑구,상봉동,연립다세대,22105.4,193
용산구,이촌동,연립다세대,22043.3,15
성북구,안암동2가,연립다세대,22000.0,1
은평구,증산동,오피스텔,22000.0,1
종로구,숭인동,연립다세대,21990.8,49
성북구,성북동,단독다가구,21983.2,37
성북구,상월곡동,연립다세대,21945.2,16
성북구,길음동,연립다세대,21942.3,13
송파구,방이동,단독다가구,21925.4,42
구로구,구로동,오피스텔,21903.7,300
마포구,서교동,오피스텔,21890.0,30
광진구,군자동,오피스텔,21873.3,12
강남구,논현동,단독다가구,21866.9,109
구로구,오류동,오피스텔,21850.5,220
중구,쌍림동,오피스텔,21800.0,4
용산구,원효로4가,연립다세대,21782.1,62
영등포구,영등포동3가,오피스텔,21781.2,100
용산구,원효로1가,단독다가구,21767.4,16
용산구,신창동,연립다세대,21735.5,70
은평구,역촌동,오피스텔,21730.9,46
중구,필동3가,연립다세대,21644.4,9
성북구,동선동3가,연립다세대,21594.4,9
광진구,화양동,연립다세대,21573.0,66
강남구,신사동,단독다가구,21564.9,37
강남구,개포동,단독다가구,21510.6,42
용산구,청파동3가,오피스텔,21500.0,16
성동구,마장동,연립다세대,21456.6,29
중구,충무로2가,오피스텔,21450.0,16
은평구,녹번동,오피스텔,21445.9,37
구로구,개봉동,오피스텔,21438.0,10
중랑구,신내동,오피스텔,21415.1,47
강서구,가양동,연립다세대,21408.8,24
성북구,하월곡동,오피스텔,21407.3,35
금천구,가산동,연립다세대,21367.5,55
용산구,산천동,연립다세대,21366.7,6
영등포구,당산동,오피스텔,21354.2,109
동작구,신대방동,연립다세대,21299.8,108
강서구,가양동,오피스텔,21264.0,91
마포구,당인동,연립다세대,21262.6,19
강서구,마곡동,연립다세대,21253.7,63
영등포구,당산동5가,오피스텔,21204.0,31
양천구,목동,연립다세대,21196.8,878
은평구,불광동,오피스텔,21142.8,39
용산구,이태원동,단독다가구,21141.3,75
광진구,화양동,오피스텔,21025.0,73
종로구,원남동,오피스텔,21000.0,3
성북구,성북동,아파트,21000.0,5
종로구,팔판동,단독다가구,21000.0,1
중구,중림동,연립다세대,20982.4,17
영등포구,당산동,연립다세대,20972.1,43
마포구,상암동,오피스텔,20938.8,46
영등포구,양평동5가,연립다세대,20869.4,13
영등포구,양평동4가,연립다세대,20848.0,40
송파구,잠실동,단독다가구,20832.8,71
동작구,노량진동,오피스텔,20815.2,48
영등포구,영등포동2가,연립다세대,20813.8,29
성동구,금호동4가,연립다세대,20793.0,10
용산구,용산동2가,연립다세대,20769.4,149
중랑구,신내동,연립다세대,20752.4,42
서초구,반포동,단독다가구,20742.0,40
용산구,서계동,연립다세대,20725.4,71
용산구,후암동,단독다가구,20709.9,90
용산구,갈월동,단독다가구,20709.1,11
종로구,창신동,오피스텔,20666.2,12
은평구,녹번동,연립다세대,20637.3,285
송파구,석촌동,단독다가구,20609.7,57
서대문구,연희동,단독다가구,20598.9,92
성동구,홍익동,오피스텔,20558.8,10
용산구,원효로3가,연립다세대,20555.2,71
서대문구,연희동,오피스텔,20512.5,36
종로구,명륜2가,단독다가구,20400.0,5
마포구,동교동,오피스텔,20355.6,9
영등포구,양평동4가,단독다가구,20318.2,11
마포구,합정동,단독다가구,20312.0,46
종로구,창성동,단독다가구,20283.3,3
관악구,봉천동,오피스텔,20233.3,190
성동구,송정동,연립다세대,20224.6,37
은평구,대조동,연립다세대,20191.4,203
성동구,금호동1가,단독다가구,20180.0,5
영등포구,문래동2가,아파트,20178.6,14
송파구,송파동,단독다가구,20163.8,62
중랑구,묵동,연립다세대,20134.6,148
성북구,동선동5가,연립다세대,20125.0,4
용산구,보광동,단독다가구,20106.8,31
강남구,청담동,오피스텔,20100.2,8
마포구,염리동,연립다세대,20073.7,126
마포구,연남동,단독다가구,20072.4,61
금천구,독산동,연립다세대,20066.7,388
송파구,마천동,연립다세대,20061.6,285
용산구,효창동,단독다가구,20060.8,18
은평구,응암동,오피스텔,20045.4,134
마포구,아현동,연립다세대,20027.2,107
송파구,거여동,단독다가구,20013.3,68
용산구,이촌동,단독다가구,20000.0,3
종로구,내자동,단독다가구,20000.0,1
종로구,신교동,단독다가구,20000.0,1
마포구,당인동,단독다가구,20000.0,1
중구,신당동,단독다가구,19996.5,125
중구,저동2가,오피스텔,19995.0,8
양천구,신정동,연립다세대,19993.6,312
서대문구,홍제동,오피스텔,19980.8,26
성동구,용답동,오피스텔,19926.5,68
서대문구,대현동,연립다세대,19925.0,2
성북구,돈암동,연립다세대,19832.6,23
은평구,역촌동,연립다세대,19795.2,188
영등포구,양평동3가,연립다세대,19757.8,9
중랑구,묵동,오피스텔,19750.0,2
마포구,망원동,단독다가구,19717.0,53
영등포구,영등포동1가,오피스텔,19685.0,155
종로구,혜화동,단독다가구,19670.8,12
중구,회현동3가,연립다세대,19633.3,3
성북구,안암동5가,연립다세대,19625.0,4
종로구,연건동,연립다세대,19595.7,7
서대문구,홍제동,연립다세대,19588.4,142
성북구,석관동,연립다세대,19555.7,145
강동구,암사동,오피스텔,19545.0,20
강서구,공항동,오피스텔,19504.1,16
성북구,동소문동3가,단독다가구,19500.0,2
영등포구,대림동,연립다세대,19465.3,101
강서구,공항동,연립다세대,19434.5,163
은평구,수색동,연립다세대,19384.7,40
마포구,신공덕동,단독다가구,19375.0,8
마포구,창전동,연립다세대,19346.0,25
중구,장충동1가,연립다세대,19345.1,12
서대문구,옥천동,연립다세대,19333.3,3
마포구,동교동,단독다가구,19314.1,17
서대문구,천연동,단독다가구,19312.5,8
은평구,불광동,연립다세대,19282.5,449
서대문구,대현동,오피스텔,19280.1,69
동대문구,신설동,오피스텔,19217.9,82
용산구,한강로1가,단독다가구,19162.5,4
용산구,용문동,단독다가구,19154.5,8
강북구,수유동,오피스텔,19152.5,40
서대문구,남가좌동,연립다세대,19113.5,37
성동구,도선동,연립다세대,19050.0,10
중구,오장동,오피스텔,19044.5,38
송파구,가락동,단독다가구,19025.1,51
송파구,오금동,단독다가구,19000.0,30
중구,남산동2가,단독다가구,19000.0,2
서대문구,충정로2가,오피스텔,19000.0,4
성동구,옥수동,오피스텔,19000.0,5
성북구,삼선동2가,단독다가구,18982.4,17
중구,중림동,단독다가구,18966.7,6
영등포구,영등포동6가,단독다가구,18950.0,5
관악구,신림동,연립다세대,18928.1,508
은평구,구산동,연립다세대,18909.2,86
광진구,광장동,단독다가구,18898.5,30
관악구,신림동,오피스텔,18869.6,92
은평구,신사동,연립다세대,18804.1,170
성북구,장위동,연립다세대,18740.2,458
강동구,명일동,단독다가구,18729.4,34
강서구,방화동,연립다세대,18714.7,150
동대문구,회기동,연립다세대,18694.4,16
마포구,서교동,단독다가구,18692.5,53
서대문구,북가좌동,연립다세대,18689.2,191
금천구,시흥동,연립다세대,18684.0,356
은평구,갈현동,연립다세대,18669.0,230
중구,만리동1가,단독다가구,18666.7,3
강북구,우이동,연립다세대,18659.0,29
금천구,가산동,오피스텔,18650.0,322
광진구,능동,오피스텔,18650.0,4
양천구,목동,단독다가구,18589.2,106
종로구,행촌동,연립다세대,18546.9,33
성북구,동선동3가,오피스텔,18543.8,8
강서구,화곡동,오피스텔,18535.3,519
중구,회현동1가,단독다가구,18500.0,2
마포구,노고산동,단독다가구,18496.9,16
서대문구,창천동,오피스텔,18469.1,23
송파구,삼전동,단독다가구,18462.4,69
용산구,한강로3가,연립다세대,18454.5,11
용산구,신창동,단독다가구,18446.2,13
성북구,성북동1가,단독다가구,18400.0,5
마포구,노고산동,오피스텔,18365.7,22
구로구,가리봉동,연립다세대,18365.5,64
마포구,대흥동,단독다가구,18358.9,28
은평구,응암동,연립다세대,18309.0,218
마포구,신수동,단독다가구,18279.3,29
동대문구,휘경동,연립다세대,18201.8,57
용산구,원효로4가,단독다가구,18187.5,4
성동구,행당동,단독다가구,18162.0,50
용산구,용산동2가,단독다가구,18139.3,40
강동구,암사동,단독다가구,18061.8,84
강동구,고덕동,단독다가구,18029.4,85
성북구,동소문동6가,아파트,18000.0,1
마포구,토정동,단독다가구,18000.0,1
성북구,삼선동5가,오피스텔,18000.0,1
종로구,창신동,연립다세대,17999.9,73
서대문구,홍은동,연립다세대,17906.6,116
강북구,미아동,오피스텔,17845.5,11
서대문구,북아현동,단독다가구,17806.9,87
광진구,중곡동,오피스텔,17788.0,30
종로구,삼청동,단독다가구,17781.2,8
동대문구,신설동,단독다가구,17775.0,4
광진구,구의동,단독다가구,17771.7,231
마포구,상암동,단독다가구,17761.4,22
구로구,구로동,연립다세대,17717.8,178
구로구,천왕동,오피스텔,17706.7,15
서대문구,충정로2가,연립다세대,17666.7,3
동작구,본동,단독다가구,17652.6,19
성동구,용답동,단독다가구,17649.1,57
동대문구,휘경동,오피스텔,17638.6,44
종로구,동숭동,연립다세대,17618.9,28
성북구,동선동5가,단독다가구,17600.0,10
성북구,정릉동,연립다세대,17593.8,208
성동구,응봉동,연립다세대,17542.9,35
서대문구,충정로3가,단독다가구,17500.0,13
종로구,명륜2가,연립다세대,17500.0,2
중구,장충동1가,단독다가구,17500.0,2
광진구,능동,단독다가구,17471.5,97
강동구,둔촌동,단독다가구,17470.9,43
노원구,중계동,연립다세대,17438.0,43
동작구,사당동,단독다가구,17348.5,336
성동구,금호동4가,단독다가구,17303.6,21
영등포구,영등포동1가,연립다세대,17297.5,8
광진구,자양동,단독다가구,17278.7,298
영등포구,당산동2가,단독다가구,17272.2,9
성북구,동소문동6가,오피스텔,17266.7,3
성북구,보문동5가,연립다세대,17264.2,9
광진구,중곡동,단독다가구,17250.8,395
마포구,성산동,단독다가구,17247.2,52
도봉구,창동,연립다세대,17162.7,224
관악구,남현동,단독다가구,17138.6,49
종로구,효제동,오피스텔,17125.0,16
중구,광희동2가,단독다가구,17125.0,4
성동구,홍익동,단독다가구,17123.7,15
성북구,보문동1가,단독다가구,17000.0,1
용산구,청파동2가,단독다가구,16990.9,11
강서구,화곡동,연립다세대,16957.9,1247
동작구,대방동,오피스텔,16914.6,13
성동구,사근동,연립다세대,16883.3,12
강동구,성내동,단독다가구,16841.2,210
도봉구,도봉동,연립다세대,16838.2,85
강동구,상일동,단독다가구,16819.4,36
종로구,명륜4가,단독다가구,16816.7,6
동대문구,이문동,연립다세대,16806.5,31
성동구,옥수동,단독다가구,16775.0,12
성동구,성수동1가,단독다가구,16745.9,87
송파구,문정동,단독다가구,16706.0,41
구로구,개봉동,연립다세대,16690.8,280
마포구,창전동,단독다가구,16670.7,29
성동구,도선동,단독다가구,16647.8,23
강북구,미아동,연립다세대,16638.3,329
노원구,공릉동,연립다세대,16601.9,86
성북구,보문동5가,단독다가구,16600.0,5
금천구,시흥동,오피스텔,16599.0,147
강동구,길동,단독다가구,16556.2,73
성동구,금호동1가,연립다세대,16483.6,27
용산구,서계동,단독다가구,16478.9,25
성동구,금호동3가,단독다가구,16472.1,34
성북구,안암동3가,단독다가구,16414.3,7
은평구,수색동,단독다가구,16406.2,8
구로구,궁동,연립다세대,16388.7,71
강서구,등촌동,단독다가구,16367.7,44
용산구,원효로3가,단독다가구,16365.7,19
종로구,동숭동,단독다가구,16333.3,12
성북구,삼선동5가,단독다가구,16321.4,14
강북구,수유동,연립다세대,16272.1,277
성북구,동선동4가,단독다가구,16214.3,7
서대문구,냉천동,단독다가구,16166.7,3
마포구,도화동,단독다가구,16132.2,27
구로구,고척동,연립다세대,16121.8,58
노원구,월계동,연립다세대,16076.9,68
은평구,대조동,오피스텔,16011.8,69
성북구,동소문동7가,단독다가구,16000.0,2
성북구,석관동,오피스텔,15927.9,14
용산구,청파동1가,단독다가구,15766.2,23
강서구,외발산동,연립다세대,15762.9,7
구로구,오류동,연립다세대,15748.1,111
용산구,후암동,오피스텔,15712.5,8
관악구,남현동,오피스텔,15678.9,19
종로구,이화동,단독다가구,15678.6,7
동작구,대방동,단독다가구,15520.1,61
서대문구,충정로3가,오피스텔,15500.0,1
마포구,구수동,단독다가구,15500.0,6
종로구,사직동,단독다가구,15480.0,5
성북구,안암동1가,단독다가구,15471.4,7
동대문구,전농동,단독다가구,15462.6,124
도봉구,쌍문동,연립다세대,15446.1,134
동대문구,장안동,단독다가구,15441.0,60
강서구,내발산동,단독다가구,15387.4,27
동대문구,용두동,단독다가구,15368.1,58
광진구,군자동,단독다가구,15362.8,93
영등포구,당산동6가,단독다가구,15347.9,12
성동구,송정동,단독다가구,15270.3,59
마포구,상수동,단독다가구,15259.1,11
은평구,증산동,단독다가구,15255.6,9
서대문구,옥천동,단독다가구,15209.1,11
성북구,동소문동6가,단독다가구,15150.0,5
영등포구,당산동3가,단독다가구,15150.0,16
성동구,성수동2가,단독다가구,15144.9,125
영등포구,영등포동4가,연립다세대,15110.0,10
중랑구,망우동,단독다가구,15104.6,153
양천구,신정동,단독다가구,15076.3,153
도봉구,방학동,연립다세대,15056.5,133
용산구,원효로2가,단독다가구,15025.0,10
영등포구,영등포동2가,단독다가구,15000.0,1
성북구,동선동4가,오피스텔,15000.0,1
종로구,연건동,단독다가구,15000.0,3
종로구,누상동,단독다가구,15000.0,4
용산구,청암동,단독다가구,15000.0,1
성북구,안암동2가,단독다가구,14964.7,17
마포구,상수동,오피스텔,14954.0,5
마포구,염리동,단독다가구,14936.6,30
마포구,상암동,연립다세대,14906.8,34
강동구,강일동,오피스텔,14881.4,35
중랑구,상봉동,단독다가구,14875.6,70
동대문구,답십리동,단독다가구,14851.7,92
송파구,풍납동,단독다가구,14838.3,84
중구,황학동,단독다가구,14833.3,15
영등포구,양평동2가,단독다가구,14750.0,6
동작구,상도1동,단독다가구,14705.9,17
성북구,종암동,단독다가구,14686.5,48
종로구,충신동,단독다가구,14639.5,15
성북구,동소문동1가,단독다가구,14600.0,8
종로구,필운동,오피스텔,14600.0,1
광진구,화양동,단독다가구,14569.7,105
노원구,상계동,연립다세대,14545.4,183
서대문구,충정로2가,단독다가구,14540.5,6
관악구,봉천동,단독다가구,14523.3,549
성북구,보문동3가,단독다가구,14500.0,2
마포구,공덕동,단독다가구,14366.4,42
서초구,우면동,오피스텔,14304.3,23
동작구,본동,연립다세대,14259.1,11
성동구,하왕십리동,단독다가구,14243.9,41
양천구,신월동,연립다세대,14223.5,521
동작구,흑석동,단독다가구,14204.1,49
구로구,고척동,오피스텔,14197.6,17
은평구,녹번동,단독다가구,14147.7,51
동작구,상도동,단독다가구,14119.0,308
중구,묵정동,연립다세대,14062.5,4
중랑구,묵동,단독다가구,14006.3,103
강동구,천호동,단독다가구,14005.7,271
용산구,청파동3가,단독다가구,13948.4,31
성북구,삼선동3가,단독다가구,13911.1,9
중랑구,중화동,단독다가구,13902.7,129
성북구,삼선동4가,단독다가구,13885.7,7
노원구,상계동,오피스텔,13851.7,28
영등포구,영등포동,오피스텔,13833.3,6
성북구,보문동6가,단독다가구,13809.1,11
성북구,돈암동,단독다가구,13800.0,10
은평구,구산동,단독다가구,13797.7,22
성북구,정릉동,단독다가구,13770.6,106
종로구,연건동,오피스텔,13750.0,2
구로구,신도림동,단독다가구,13733.3,3
서대문구,북가좌동,단독다가구,13675.8,60
영등포구,당산동1가,단독다가구,13658.5,26
구로구,온수동,연립다세대,13655.8,62
마포구,중동,단독다가구,13642.5,8
종로구,창신동,단독다가구,13616.0,25
마포구,마포동,단독다가구,13611.1,9
성북구,동선동2가,단독다가구,13551.2,8
영등포구,영등포동7가,단독다가구,13500.0,3
성북구,길음동,단독다가구,13493.8,24
강서구,방화동,단독다가구,13391.8,51
서대문구,홍제동,단독다가구,13374.7,95
구로구,신도림동,연립다세대,13366.7,9
성북구,안암동1가,연립다세대,13333.3,3
동작구,상도동,오피스텔,13250.0,2
성동구,마장동,단독다가구,13210.5,56
은평구,갈현동,단독다가구,13134.2,76
강서구,개화동,단독다가구,13125.0,12
영등포구,신길동,단독다가구,13120.8,311
서대문구,남가좌동,단독다가구,13110.7,56
중랑구,중화동,오피스텔,13083.3,6
종로구,무악동,단독다가구,13000.0,1
마포구,창전동,오피스텔,13000.0,3
관악구,신림동,단독다가구,12986.5,668
영등포구,양평동1가,단독다가구,12975.0,4
중랑구,신내동,단독다가구,12958.0,15
동대문구,청량리동,단독다가구,12920.7,63
성동구,금호동2가,단독다가구,12873.7,19
중구,장충동2가,단독다가구,12857.1,7
동대문구,이문동,오피스텔,12829.4,40
은평구,역촌동,단독다가구,12815.4,52
도봉구,방학동,오피스텔,12772.1,43
서대문구,창천동,단독다가구,12744.3,72
서대문구,홍은동,단독다가구,12703.5,78
종로구,명륜3가,단독다가구,12618.5,27
노원구,중계동,단독다가구,12567.9,14
중랑구,면목동,단독다가구,12538.3,457
중구,필동1가,단독다가구,12500.0,1
송파구,마천동,단독다가구,12497.5,131
은평구,불광동,단독다가구,12491.9,114
도봉구,도봉동,단독다가구,12473.2,56
동대문구,회기동,단독다가구,12463.2,38
노원구,월계동,단독다가구,12422.1,28
종로구,행촌동,단독다가구,12388.9,9
성북구,석관동,단독다가구,12356.0,100
동대문구,제기동,단독다가구,12340.3,70
노원구,하계동,단독다가구,12333.3,3
용산구,서빙고동,단독다가구,12300.0,7
성북구,동소문동4가,단독다가구,12277.8,9
서대문구,대현동,단독다가구,12250.0,4
동작구,신대방동,단독다가구,12215.2,122
성북구,동선동3가,단독다가구,12210.5,17
은평구,응암동,단독다가구,12145.7,113
성북구,장위동,단독다가구,12136.5,89
중구,장충동2가,연립다세대,12029.3,15
종로구,숭인동,단독다가구,12025.0,20
강서구,가양동,단독다가구,12000.0,1
성북구,동선동1가,단독다가구,12000.0,1
서대문구,천연동,연립다세대,12000.0,1
성북구,장위동,오피스텔,11988.8,8
성북구,삼선동1가,단독다가구,11958.3,24
영등포구,도림동,단독다가구,11934.8,92
성북구,보문동2가,단독다가구,11928.6,7
은평구,대조동,단독다가구,11917.0,44
영등포구,영등포동,단독다가구,11916.7,30
영등포구,대림동,단독다가구,11911.8,225
동대문구,이문동,단독다가구,11892.8,69
노원구,공릉동,단독다가구,11767.7,130
성북구,하월곡동,단독다가구,11709.6,57
성북구,상월곡동,단독다가구,11700.0,27
강북구,번동,연립다세대,11545.8,130
강북구,수유동,단독다가구,11540.5,212
강북구,미아동,단독다가구,11523.5,283
종로구,종로6가,단독다가구,11500.0,1
종로구,부암동,오피스텔,11500.0,2
강서구,화곡동,단독다가구,11496.0,237
동대문구,휘경동,단독다가구,11458.7,113
강서구,공항동,단독다가구,11416.7,53
성동구,사근동,단독다가구,11408.7,23
은평구,신사동,단독다가구,11366.5,46
용산구,남영동,단독다가구,11333.3,3
구로구,개봉동,단독다가구,11311.6,104
강북구,우이동,단독다가구,11070.8,18
구로구,고척동,단독다가구,11056.6,97
노원구,월계동,오피스텔,11000.0,1
서대문구,봉원동,단독다가구,11000.0,1
도봉구,쌍문동,단독다가구,10993.5,69
종로구,명륜3가,연립다세대,10928.6,14
용산구,용산동3가,연립다세대,10875.0,5
구로구,온수동,단독다가구,10875.0,4
강북구,번동,단독다가구,10836.0,89
금천구,시흥동,단독다가구,10722.7,230
동작구,상도1동,아파트,10680.0,5
용산구,한강로3가,단독다가구,10653.7,19
금천구,독산동,단독다가구,10593.8,247
용산구,동자동,단독다가구,10500.0,2
노원구,상계동,단독다가구,10466.8,125
구로구,구로동,단독다가구,10417.4,232
도봉구,방학동,단독다가구,10322.9,83
구로구,오류동,단독다가구,10299.0,48
도봉구,창동,단독다가구,10243.3,89
용산구,주성동,단독다가구,10214.3,7
중구,쌍림동,단독다가구,10000.0,3
영등포구,영등포동3가,아파트,10000.0,1
영등포구,당산동5가,단독다가구,10000.0,1
중구,예장동,단독다가구,10000.0,1
성북구,동선동1가,오피스텔,9975.0,4
서대문구,미근동,아파트,9900.0,1
양천구,신월동,단독다가구,9828.7,112
성북구,안암동5가,단독다가구,9653.8,13
노원구,공릉동,오피스텔,9600.0,1
금천구,가산동,단독다가구,9568.2,22
서대문구,대신동,단독다가구,9325.0,10
성북구,보문동1가,연립다세대,9000.0,1
성북구,동선동1가,연립다세대,8916.7,6
구로구,가리봉동,단독다가구,8651.9,52
영등포구,양평동6가,단독다가구,8500.0,1
종로구,원남동,단독다가구,8500.0,2
중구,무학동,단독다가구,8000.0,1
구로구,궁동,단독다가구,7863.6,11
서대문구,신촌동,단독다가구,7750.0,4
종로구,신문로2가,단독다가구,7683.3,6
서대문구,영천동,단독다가구,7500.0,2
종로구,명륜3가,아파트,7250.0,2
성북구,동소문동2가,단독다가구,7000.0,1
중구,회현동3가,단독다가구,7000.0,1
종로구,이화동,연립다세대,6500.0,1
중구,필동3가,단독다가구,6500.0,1
종로구,돈의동,단독다가구,5500.0,1
성북구,보문동7가,단독다가구,5250.0,1
서대문구,미근동,단독다가구,5000.0,1
성북구,안암동4가,단독다가구,5000.0,1
마포구,하중동,연립다세대,2000.0,1
